Id;Player 1;Player 2;Player 3;Player 4;Player 5;Player 6;Player 7;Player 8;Player 9;Player 10;Player 11;Player 12;Player 13;Player 14;Player 15;Player 16;Player 17;Player 18;Player 19;Player 20;Player 21;Player 22;Player 23;Player 24;Player 25;Player 26;Player 27;Player 28;Player 29;Player 30;Player 31;Player 32;Shirt number 1;Shirt number 2;Shirt number 3;Shirt number 4;Shirt number 5;Shirt number 6;Shirt number 7;Shirt number 8;Shirt number 9;Shirt number 10;Shirt number 11;Shirt number 12;Shirt number 13;Shirt number 14;Shirt number 15;Shirt number 16;Shirt number 17;Shirt number 18;Shirt number 19;Shirt number 20;Shirt number 21;Shirt number 22;Shirt number 23;Shirt number 24;Shirt number 25;Shirt number 26;Shirt number 27;Shirt number 28;Shirt number 29;Shirt number 30;Shirt number 31;Shirt number 32;Total Players
133;30196;40463;111266;46860;39771;37470;33029;38372;32578;46599;40770;45307;101904;118972;116236;121241;117885;118971;34786;44865;121991;47520;61070;118689;0;0;0;0;0;0;0;0;24;3;43;14;20;13;4;10;11;7;17;27;1;29;32;22;23;25;8;28;26;92;9;34;0;0;0;0;0;0;0;0;24
134;45365;40602;38711;60385;40119;115292;106782;118255;59933;4616;108807;42727;118700;121954;106775;107412;111246;119136;118346;106780;35239;110837;0;0;0;0;0;0;0;0;0;0;1;34;44;4;23;8;29;27;9;33;11;72;30;31;26;22;18;43;28;20;70;41;0;0;0;0;0;0;0;0;0;0;22
135;116687;111226;46981;59918;107338;43786;39377;118673;63489;59884;35272;46679;116683;38060;116365;117810;118962;39544;116682;37830;117905;116686;40478;60508;117943;0;0;0;0;0;0;0;57;5;29;38;47;11;8;27;10;19;12;32;98;16;14;3;92;23;20;71;18;17;7;21;22;0;0;0;0;0;0;0;25
136;44802;263154;114721;32919;376598;103982;119866;58747;100930;37522;40277;36156;117505;38390;60505;100458;44791;113364;105161;110399;262981;115785;114564;116176;59963;322922;114794;0;0;0;0;0;1;4;30;96;66;25;88;23;11;17;7;13;46;43;2;6;8;3;28;10;18;77;20;37;85;98;9;0;0;0;0;0;27
137;114086;115061;45756;57280;110995;366674;104493;107831;115194;117593;117507;304418;109234;118461;118401;46894;118293;58147;58765;44620;47837;377282;117539;102841;303378;118053;114647;58674;54974;0;0;0;1;26;15;12;22;17;8;40;11;42;9;14;3;43;4;6;56;32;30;7;19;18;10;24;48;38;50;37;31;0;0;0;29
138;60719;108669;114416;110520;103317;114345;109960;60977;116592;61035;114558;45674;45071;114366;47566;117498;107851;60308;104313;45685;116570;118026;117987;115843;59356;115281;58044;121284;47911;109992;106832;110211;41;28;13;29;21;15;6;24;26;9;11;1;20;16;18;22;34;8;19;10;38;7;35;33;17;5;2;36;31;39;30;32;32
139;55644;104264;121949;117517;117773;45356;109106;111074;119088;111066;114375;111076;101953;45758;105341;118957;40456;118595;120315;48009;108875;35477;100413;37506;60687;59188;117952;115540;45358;113962;47583;45664;1;2;32;24;3;5;18;25;36;28;16;12;4;26;23;30;21;8;7;29;20;10;9;13;6;15;19;27;22;37;11;41;32
140;55244;55245;55246;55247;55248;55249;55250;55251;55252;55253;55254;55255;55256;55257;55258;55259;55260;55261;55262;55264;55263;55265;55266;55267;55268;55269;55270;55271;0;0;0;0;22;2;3;5;4;6;16;17;10;7;11;1;23;13;15;19;18;14;21;8;12;9;20;24;25;26;27;28;0;0;0;0;28
172;44104;114695;63546;103008;114143;46780;41082;114689;43638;110838;103449;60238;58839;114844;104418;111096;110319;117946;118267;115032;116541;42316;110599;0;0;0;0;0;0;0;0;0;13;18;17;14;3;8;6;20;10;9;19;1;2;24;15;16;5;21;4;11;23;7;22;0;0;0;0;0;0;0;0;0;23
173;108279;111800;42577;112733;108209;110815;104226;114808;39268;63383;60527;108688;59766;118653;111116;101761;110441;40179;118274;43135;112513;114003;118262;103047;47785;118418;114791;0;0;0;0;0;25;3;15;27;33;16;20;47;10;42;9;1;6;45;82;24;21;14;4;8;26;11;7;13;5;68;41;0;0;0;0;0;27
174;101815;4541;59847;42587;40009;117748;44822;15965;46557;106762;117745;47702;47061;59717;117369;117370;57254;119133;57027;0;0;0;0;0;0;0;0;0;0;0;0;0;30;3;5;12;37;8;20;10;11;15;35;7;17;91;23;41;25;48;22;0;9;0;0;0;0;0;0;0;0;0;0;0;19
177;47286;101781;103514;115109;118347;116543;42575;101664;101115;108312;37715;118278;45247;114163;40283;110939;110474;113552;45130;65000;109041;110069;109996;104731;103338;0;0;0;0;0;0;0;1;6;5;15;16;37;27;10;18;22;11;12;32;2;23;42;24;45;7;34;20;19;9;31;39;0;0;0;0;0;0;0;25
178;45144;103551;117636;117886;108931;116066;103820;109128;106410;118164;57330;42821;115108;110645;59596;114021;61182;41120;60743;118211;114510;116270;44682;32440;0;0;0;0;0;0;0;0;1;5;15;21;33;16;20;8;17;32;7;23;3;31;2;30;6;10;24;19;14;22;9;18;0;0;0;0;0;0;0;0;24
179;116482;111280;113972;119828;114197;39238;114645;115254;118686;114989;104680;101141;101504;60431;110929;109540;105297;101600;46989;114036;109201;107587;110866;112855;45134;100764;114933;112218;0;0;0;0;1;17;37;23;24;22;14;39;11;7;19;31;4;3;13;6;30;15;20;10;21;28;9;40;33;38;29;8;0;0;0;0;28
180;45078;60893;114507;104462;119126;115062;46950;111435;122319;109243;114229;108994;108620;115804;109527;119868;114011;100865;46722;117669;119818;118129;115925;114666;117947;34704;102467;114056;47527;0;0;0;16;20;24;27;14;42;8;5;10;19;9;40;4;29;13;92;22;17;18;6;28;21;7;30;37;38;35;36;31;0;0;0;29
181;58842;117787;107977;104720;41596;114158;111982;60906;120299;115997;110431;108980;107796;101221;60753;104271;109313;103700;118285;114093;116305;47049;118687;117506;121251;110540;111984;111978;0;0;0;0;1;22;19;98;3;23;44;8;9;17;77;40;21;33;16;6;5;10;7;99;37;18;11;50;85;36;39;45;0;0;0;0;28
182;112964;47152;122001;114196;110616;47046;118047;107957;46487;60461;108985;45106;100939;114525;104391;60451;117796;104278;60550;114927;114395;112977;114569;118714;101217;118446;119112;104874;114193;0;0;0;40;6;25;20;8;28;23;14;10;22;11;16;24;4;2;27;21;5;9;19;26;7;38;1;60;32;18;31;34;0;0;0;29
184;46648;32585;47670;44776;6500;113286;112377;106787;37345;120358;102945;43374;107479;114191;114305;44829;57312;118197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29;3;5;21;7;28;18;9;23;19;11;22;25;32;24;26;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
186;60502;107912;117650;47115;118472;113271;114796;111484;121958;114283;114538;114480;114258;114780;102300;47252;111138;101107;110103;100117;116446;111062;104451;60504;116427;33075;0;0;0;0;0;0;1;41;26;17;33;6;19;7;11;21;9;13;14;16;20;22;8;23;4;10;28;30;24;25;5;29;0;0;0;0;0;0;26
187;109135;102737;5603;107948;121360;109499;111257;118170;60054;4395;107019;117053;100172;101911;117872;59479;118508;117600;109496;118948;121361;0;0;0;0;0;0;0;0;0;0;0;37;3;35;15;16;23;20;29;32;9;21;28;31;40;4;33;36;38;22;26;27;0;0;0;0;0;0;0;0;0;0;0;21
188;32189;101910;5490;111175;9333;37323;36361;41865;34892;40604;4376;102775;40523;4339;4655;118036;37527;121971;63306;103160;0;0;0;0;0;0;0;0;0;0;0;0;70;14;5;27;18;8;56;17;23;69;31;20;29;3;12;2;40;21;4;10;0;0;0;0;0;0;0;0;0;0;0;0;20
190;40585;113334;63591;101211;107068;103219;40987;113090;122727;114909;111277;63452;108467;118691;121256;106496;106653;102094;101309;114970;101493;109536;107592;114214;8959;118979;0;0;0;0;0;0;40;27;31;28;19;11;8;14;32;10;9;90;13;22;59;33;24;6;38;20;18;7;15;1;93;29;0;0;0;0;0;0;26
191;103035;4769;44181;44851;38129;37052;42348;103819;118061;60391;33745;41063;113690;45959;44466;59817;119105;115157;110920;121337;33874;114457;40725;111975;118313;41146;0;0;0;0;0;0;30;4;33;34;19;5;21;17;84;27;10;14;16;8;13;7;55;90;24;25;1;2;3;6;9;11;0;0;0;0;0;0;26
192;852;43680;46240;35446;63718;59995;46751;42721;36990;107469;42246;46391;45004;47632;46819;43015;47579;47261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;28;2;5;16;20;17;8;11;9;26;31;18;21;22;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
193;34868;114544;7817;100354;42676;60627;110011;107639;37907;107717;15408;34536;115179;46731;118234;106788;36867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;19;22;13;11;14;27;77;20;17;88;18;29;7;82;28;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
194;117537;42868;117821;119816;43467;114226;110439;115237;115927;113803;117934;61147;61056;114356;100510;121314;104745;114972;115905;59358;42556;108751;42806;47250;103576;114251;105089;0;0;0;0;0;1;5;4;24;12;21;8;15;7;10;19;25;3;16;2;23;14;6;18;17;22;20;11;13;40;52;9;0;0;0;0;0;27
195;109213;105354;117562;43157;60561;113889;110772;111870;118373;115778;102742;114403;118215;120343;120364;114412;118080;45823;115542;118827;46666;63293;114232;106586;117995;110104;63492;61402;0;0;0;0;13;2;32;20;16;6;5;3;8;19;7;1;4;24;29;27;21;15;22;23;10;9;18;25;12;17;39;11;0;0;0;0;28
196;106956;118154;112458;102983;119131;107704;116471;112015;107674;103657;110596;100346;119890;104748;112940;111933;114521;39801;109517;114879;117621;1073758338;118599;111000;116489;0;0;0;0;0;0;0;1;31;5;2;17;8;23;18;11;7;10;13;16;6;20;3;4;12;24;28;21;14;9;15;19;0;0;0;0;0;0;0;25
197;4565;44965;46843;58616;46179;35219;42343;63266;107284;101527;58778;3200;45432;121234;116637;118307;34805;41604;57004;116640;119881;109045;33784;32828;116641;58617;101334;108696;0;0;0;0;1;14;33;19;3;5;89;17;92;20;9;18;54;22;15;66;28;11;7;60;80;23;99;37;24;8;2;4;0;0;0;0;28
198;113410;59687;39597;120349;43265;47272;45374;41895;60128;117482;47055;118299;60930;109406;59646;109360;118301;118298;116660;33675;59739;118297;116663;103191;116664;118296;0;0;0;0;0;0;1;26;2;20;5;22;17;78;3;9;6;25;15;41;21;34;47;23;39;10;7;24;49;27;61;29;0;0;0;0;0;0;26
199;55419;55401;55402;55403;55404;55405;55406;55407;55408;55409;55410;55422;55420;55413;55414;55415;55418;55417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;4;20;6;2;7;5;11;8;9;10;25;18;3;12;15;19;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
200;55423;55424;55425;55438;55427;55428;55429;55430;55431;55445;55433;55434;55442;55436;55440;55444;55439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;4;3;25;7;6;8;5;17;19;9;23;15;13;24;18;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
201;38080;112966;101739;44706;121335;100918;42376;101197;121336;43156;114798;100235;8817;7841;103360;117970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4;12;22;46;17;6;19;47;21;30;29;40;14;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
202;115265;9447;101143;101308;37346;39240;7927;59748;101397;101329;45135;115260;44720;112947;118964;120348;119832;118682;117749;100273;112956;0;0;0;0;0;0;0;0;0;0;0;13;31;4;5;8;24;21;12;7;40;10;33;14;23;25;28;20;26;35;11;22;0;0;0;0;0;0;0;0;0;0;0;21
204;9042;4872;40742;35499;114961;100150;36788;40281;61725;15050;114868;118490;120386;37032;100140;37274;37383;102560;111909;108709;101295;101127;0;0;0;0;0;0;0;0;0;0;1;6;16;28;25;22;14;11;26;20;33;34;30;29;5;2;21;18;38;8;7;12;0;0;0;0;0;0;0;0;0;0;22
205;101265;108938;101670;38589;101638;101649;104702;7181;103358;101113;3997;101247;101834;7045;109551;3690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;14;6;2;3;7;30;19;9;11;12;8;13;16;20;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
207;47016;46538;59583;38742;45127;42871;47786;103888;104718;42378;34626;4006;15433;44049;117709;44756;7946;114737;43154;101033;0;0;0;0;0;0;0;0;0;0;0;0;13;5;6;26;21;14;18;38;42;11;7;28;3;25;35;20;8;39;22;10;0;0;0;0;0;0;0;0;0;0;0;0;20
208;60709;116576;41674;118145;9452;114294;117563;38816;115990;45079;1073757878;106425;113574;114878;43166;121322;113787;60781;113907;121210;121224;111915;119885;0;0;0;0;0;0;0;0;0;1;4;15;37;38;3;47;8;36;14;11;31;25;24;2;17;6;7;27;21;30;9;63;0;0;0;0;0;0;0;0;0;23
209;102554;114179;100813;101431;103758;107688;34845;110373;101505;101227;100966;7866;119115;116045;119116;7959;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;19;21;15;27;14;6;10;7;22;26;13;31;23;33;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
210;315533;315534;315535;315536;315537;315538;315539;315540;315541;1638;315543;34544;7474;315550;4208;4312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;5;2;3;6;7;8;10;12;9;13;17;14;15;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
211;4320;57266;30367;62006;38194;59833;117648;38740;101228;40511;7878;31170;7809;63096;41048;63481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;29;15;22;27;10;18;6;12;9;23;13;17;26;28;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
213;119840;104419;46466;46647;114853;44527;57634;112229;114194;116710;61031;118085;109420;59806;116631;107940;61183;57749;112819;118969;110801;38627;44838;57214;118097;118380;0;0;0;0;0;0;1;3;23;12;15;21;32;17;27;10;7;16;4;18;22;24;6;8;14;11;28;9;29;30;36;20;0;0;0;0;0;0;26
215;7771;7642;45435;30324;104876;47426;107713;40328;107891;115078;47658;121377;108349;114941;110585;2951;41722;108152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;5;3;21;24;13;7;18;20;14;33;16;25;22;19;27;6;0;0;10;0;0;0;0;0;0;0;0;0;0;0;18
216;40990;111168;117969;107516;107960;109564;103458;119839;39178;103129;104273;113337;115936;115080;59848;110460;109226;40260;41000;114676;35031;1073783713;41637;43643;118308;117627;114341;45082;109546;0;0;0;1;6;3;24;27;28;21;8;17;10;37;30;4;2;78;98;18;13;20;66;11;19;31;50;26;72;22;52;14;0;0;0;29
217;113999;121321;117513;113891;117644;101734;59842;102746;119803;114396;114168;57255;7814;117820;100682;100226;60800;120377;104653;114053;122017;107667;110451;113293;114708;63382;104666;0;0;0;0;0;80;28;33;37;92;26;8;24;25;10;11;31;4;64;5;2;55;99;6;22;20;47;90;30;39;23;21;0;0;0;0;0;27
218;47529;110472;108021;40368;57636;104277;118213;109402;59839;116606;101875;114653;102536;111814;112544;35033;114379;118186;104394;116666;60435;116690;110526;0;0;0;0;0;0;0;0;0;30;48;3;36;26;21;45;10;11;9;7;50;97;24;18;4;70;6;95;17;35;77;65;0;0;0;0;0;0;0;0;0;23
219;107924;106457;109917;113678;102008;100870;119122;109548;102398;44450;100499;118100;118604;118603;106448;107678;110692;113899;57132;100978;108701;107897;109542;0;0;0;0;0;0;0;0;0;16;12;4;20;27;22;31;26;10;7;14;30;13;29;2;3;40;25;5;11;21;9;15;0;0;0;0;0;0;0;0;0;23
221;117791;114950;119783;116671;119152;33604;46498;110849;117378;112417;118555;120306;117769;100958;101117;118541;118839;118570;102203;46153;120295;118203;111483;103271;0;0;0;0;0;0;0;0;1;4;3;2;45;23;19;24;15;10;20;16;30;35;12;18;77;17;22;9;11;13;7;21;0;0;0;0;0;0;0;0;24
234;100185;110650;102891;47162;46866;61720;100428;108518;102805;116656;114728;60466;115144;111874;110456;119151;33107;107645;100830;116625;119571;122716;115117;115038;0;0;0;0;0;0;0;0;29;19;42;23;15;8;77;47;10;59;90;57;3;4;69;16;5;13;6;7;17;18;9;31;0;0;0;0;0;0;0;0;24
235;118709;63069;100401;100304;32734;4071;4059;109137;112098;63459;39483;100710;37338;8408;117887;103816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;3;5;20;23;12;4;8;6;9;11;17;16;13;18;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
238;111161;100509;118167;40358;104750;110013;102626;118168;112178;59632;113654;63366;114670;36944;36845;107008;101364;116996;118169;108589;0;0;0;0;0;0;0;0;0;0;0;0;12;6;28;2;8;10;18;24;19;7;30;3;31;5;17;14;23;21;35;20;0;0;0;0;0;0;0;0;0;0;0;0;20
240;33802;7030;103491;58594;45188;108129;47178;59709;45057;32199;115187;63608;113680;40520;63598;43034;63285;41200;117602;115148;41537;42894;0;0;0;0;0;0;0;0;0;0;2;26;13;24;29;34;28;16;9;27;30;92;12;23;7;17;19;6;22;15;11;90;0;0;0;0;0;0;0;0;0;0;22
242;104805;110761;101803;44669;110586;121385;37438;59589;44726;63611;117832;121386;31483;33150;44834;114604;108592;121315;60841;113712;110577;0;0;0;0;0;0;0;0;0;0;0;25;12;30;2;5;49;10;7;20;8;21;27;4;3;23;26;34;38;18;17;22;0;0;8;0;0;0;0;0;0;0;0;21
243;109394;101236;121294;121334;114178;113244;113241;103142;114110;104204;47215;113283;54257;110485;121217;114140;100778;46472;47434;104496;113729;102549;4278;109019;112448;117530;113596;108453;104749;0;0;0;27;26;24;38;22;20;44;19;18;8;1;35;13;31;33;12;14;9;15;23;25;28;29;30;32;34;40;36;37;0;0;0;29
244;102907;40996;114080;116304;118266;118268;46863;105985;46061;104259;102928;63088;118265;118423;109523;119842;108443;103352;111446;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;5;2;39;36;20;25;17;10;19;16;31;14;3;47;7;9;22;2;2;3;3;4;4;12;8;9;9;10;12;5;19
245;63232;108917;114104;44824;45160;109025;16303;6080;45984;111026;59934;101721;113703;114102;118612;104813;59613;113704;118369;103535;0;0;0;0;0;0;0;0;0;0;0;0;24;3;5;12;14;18;21;6;7;13;9;1;23;25;4;20;16;26;22;19;1;0;0;0;0;0;0;0;0;0;0;0;20
246;46881;118166;112822;117817;117818;103145;109081;115991;61066;42551;107927;63905;118263;108270;115995;115993;112472;116002;117816;6093;115988;116000;0;0;0;0;0;0;0;0;0;0;23;5;18;21;32;8;19;17;10;27;9;12;26;97;6;31;30;4;11;16;14;45;0;0;0;0;0;0;0;0;0;0;22
248;40519;121959;102927;59622;46976;34112;46855;63488;109122;102894;117372;116041;121283;9028;106850;34494;102769;115051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3;8;2;17;23;7;19;10;27;18;26;32;4;20;5;11;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
250;108163;46857;107830;110605;109567;111163;42542;33610;114085;107856;117815;114227;6245;45475;8070;104834;38489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3;25;14;28;5;20;21;19;24;9;13;4;27;29;7;8;5;10;12;12;0;1;1;3;4;9;10;11;12;0;0;17
251;113967;33684;31325;102774;40898;107425;47680;115182;102910;108004;103692;63448;112453;111115;108522;102808;44600;30057;101037;102916;106508;118089;115994;108300;0;0;0;0;0;0;0;0;1;3;14;17;2;6;13;25;22;7;9;16;31;5;20;15;21;18;30;19;24;41;11;46;0;0;0;0;0;0;0;0;24
252;9167;42929;38556;109219;6182;44833;114974;43185;33159;42404;40876;38323;60489;119120;112457;110809;37436;102796;37448;115149;121308;0;0;0;0;0;0;0;0;0;0;0;22;37;3;29;6;17;41;10;7;11;14;21;24;44;50;16;9;51;28;23;48;0;0;0;0;0;0;0;0;0;0;0;21
255;46218;63313;113805;101795;42545;42475;109071;114426;63490;63711;107634;46862;102892;118594;46856;9087;117841;59782;102797;118326;114308;0;0;0;0;0;0;0;0;0;0;0;31;5;25;3;15;23;6;11;10;8;9;93;1;24;2;4;16;17;20;33;19;0;0;0;0;0;0;0;0;0;0;0;21
256;6150;33146;109592;34820;60046;102787;60924;46062;59671;47308;102788;46854;113085;117054;110541;44835;39586;57274;46942;104734;118275;63237;101186;0;0;0;0;0;0;0;0;0;1;4;29;2;3;19;30;6;26;7;8;16;40;22;45;5;14;23;11;17;28;10;9;0;0;0;0;0;0;0;0;0;23
258;106957;47251;47522;47357;100224;46788;110505;102290;113608;106975;102097;47207;106958;117927;30074;118685;108971;60531;106974;118941;37277;103612;113981;106968;109152;117523;118175;118518;117552;0;0;0;1;3;14;12;17;16;18;9;10;8;11;27;5;4;13;2;19;24;6;23;20;7;21;15;30;44;22;25;31;0;0;0;29
259;43211;114628;103310;114241;118626;102873;118551;373471;104706;116049;100196;100212;116706;124276;111272;100426;108272;104396;57226;103473;59590;102418;114936;0;0;0;0;0;0;0;0;0;13;5;6;23;22;4;10;24;11;8;19;1;38;15;2;12;14;18;17;20;16;7;9;0;0;0;0;0;0;0;0;0;23
260;33727;110737;100144;39718;43131;34491;36874;41092;37185;40985;114238;107700;103662;35129;32498;43093;60553;102999;41013;35476;36875;42484;45805;42613;118840;0;0;0;0;0;0;0;1;3;2;18;22;7;8;20;11;28;26;25;33;23;32;14;21;10;31;6;19;9;24;13;27;0;0;0;0;0;0;0;25
263;104250;104751;37377;113443;110633;100735;107451;45025;114967;119876;110303;63371;9041;37030;114376;118970;34484;57350;114930;100806;119892;104417;103453;0;0;0;0;0;0;0;0;0;1;22;24;19;20;7;6;14;21;10;17;13;5;41;23;3;8;16;29;2;15;11;9;0;0;0;0;0;0;0;0;0;23
265;111172;101996;35876;118703;108523;110699;102420;108881;36718;109079;114800;100133;108051;104860;121344;115844;110812;103656;117364;60534;118723;111336;47429;122920;113598;116430;113294;118522;0;0;0;0;1;32;3;4;18;6;16;12;10;11;9;13;23;15;2;19;20;8;14;24;21;7;17;22;5;28;36;29;0;0;0;0;28
266;101015;100733;37359;102121;100791;102984;103487;101121;107429;100707;121320;100371;110646;110380;117904;3544;61148;114316;40426;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;4;18;17;35;6;11;7;23;12;13;10;19;24;8;16;42;21;0;0;0;0;0;0;0;0;0;0;0;0;0;19
267;114313;119820;111997;117495;108380;114297;116691;107716;113839;57349;109474;118617;111482;58834;114381;112000;117401;101615;38779;114892;7506;100809;114463;104650;108993;118306;118163;112608;0;0;0;0;1;6;12;15;24;14;18;19;20;7;9;13;2;4;8;3;23;16;10;17;11;22;21;25;5;37;32;33;0;0;0;0;28
268;38118;117846;33209;112538;114487;102496;47249;103690;117865;58718;114987;114317;114319;113957;114489;112542;101123;43469;119821;111879;0;0;0;0;0;0;0;0;0;0;0;0;1;6;24;2;17;16;10;26;19;7;28;13;21;20;29;3;11;15;27;31;0;0;0;0;0;0;0;0;0;0;0;0;20
269;30059;46852;107535;104784;42440;102387;36434;44388;34876;44282;117753;114916;101360;59469;101498;117754;113240;114589;2660;117752;114630;104893;0;0;0;0;0;0;0;0;0;0;32;24;15;2;6;30;8;17;25;9;42;22;18;35;5;40;21;96;3;55;19;10;0;0;0;0;0;0;0;0;0;0;22
270;117472;117474;31059;107325;102492;118621;60532;44545;59657;105056;63648;117480;117476;43212;117928;47029;36356;38253;101685;102520;44780;45190;117876;117896;59946;117479;118623;35394;118622;0;0;0;22;5;19;2;29;23;39;12;14;20;11;30;1;15;55;3;21;7;8;6;28;10;9;87;4;33;26;18;27;0;0;0;29
273;39649;9133;43540;36832;30238;33962;44687;4526;6259;63509;34005;119888;42499;111178;33814;113224;43147;36246;38761;104803;34878;9034;45312;0;0;0;0;0;0;0;0;0;29;5;24;77;3;13;10;7;8;94;9;31;71;22;6;14;28;88;20;18;17;30;33;0;0;0;0;0;0;0;0;0;23
274;36943;119862;102232;63719;114831;104527;46614;100801;101499;108865;111214;56226;112737;104660;36945;47825;109568;103372;111807;60537;46049;55788;57957;110430;33290;100272;114750;58172;58171;114562;117678;55816;1;15;25;12;6;11;16;88;99;10;19;31;43;34;23;29;5;8;7;17;94;9;91;81;44;33;2;36;35;77;70;22;32
317;107218;108427;54364;100249;109461;114784;109179;113795;104466;61426;108401;45292;103268;103125;42892;46642;58843;116051;47194;118072;115790;115162;43094;6317;63238;107930;115910;0;0;0;0;0;1;14;2;28;3;23;33;31;17;10;11;21;34;5;8;77;18;20;6;19;42;38;7;44;22;12;15;0;0;0;0;0;27
319;103906;40638;59997;34772;104461;44409;100467;104457;100333;112778;38477;59996;42622;40230;45244;121193;60260;59999;6701;0;0;0;0;0;0;0;0;0;0;0;0;0;22;17;32;15;6;8;31;7;11;23;9;5;25;27;1;19;29;16;10;0;0;0;0;0;0;0;0;0;0;0;0;0;19
320;111843;61468;33073;103295;118965;117883;100604;114731;100606;102968;116689;117662;58210;110736;118509;118102;115146;102738;109941;117717;118434;100607;115290;105382;107858;117686;59484;120340;0;0;0;0;1;26;32;22;2;33;10;8;25;9;94;12;15;28;3;27;90;4;14;20;17;19;29;24;18;37;30;31;0;0;0;0;28
323;111130;105254;118403;36665;114017;114225;115084;105082;118728;117038;100095;42846;121244;114380;100315;108966;114896;101234;108285;118048;118181;117884;114149;34979;114980;103687;0;0;0;0;0;0;16;5;27;22;15;3;32;77;17;29;9;1;13;34;20;14;73;70;8;4;10;18;21;31;39;35;0;0;0;0;0;0;26
327;118240;110651;111949;115098;118697;116254;100620;100630;44379;116605;118663;104485;42429;116970;116946;114871;109849;108402;120357;114333;47759;104636;40122;102315;111951;0;0;0;0;0;0;0;32;13;31;4;6;68;21;37;11;8;19;1;5;22;30;3;17;99;20;7;23;27;9;14;26;0;0;0;0;0;0;0;25
328;63542;110824;106662;46228;42062;116704;104097;109251;103371;102864;100114;60503;37155;100570;122013;114402;112703;3605;110259;63163;0;0;0;0;0;0;0;0;0;0;0;0;1;28;23;3;27;30;14;26;20;7;17;18;21;24;22;29;31;6;35;19;0;0;0;0;0;0;0;0;0;0;0;0;20
331;100163;100277;44411;102848;100195;100438;116454;101930;100578;109470;116965;112863;121246;110329;118131;102659;116732;117229;117919;118130;117245;0;0;0;0;0;0;0;0;0;0;0;22;26;2;5;21;6;13;7;16;32;20;12;33;19;28;9;3;8;27;45;18;0;0;0;0;0;0;0;0;0;0;0;21
333;113743;118162;113908;113906;118350;35226;102851;118494;116401;114147;60694;118230;61012;59757;63667;119819;109232;118103;114089;30012;58636;34848;60060;118261;100283;47134;111194;38852;116959;40003;0;0;1;44;23;77;16;33;6;10;66;19;18;81;13;15;34;25;61;4;22;8;20;7;91;99;35;83;14;79;92;17;0;0;30
336;100473;38771;113125;119847;104930;114712;60835;45182;119875;104114;114847;6621;114453;117055;113929;107609;106749;53913;33887;60468;114799;109358;114567;109924;118049;117652;121995;113842;113507;0;0;0;1;15;37;5;7;12;63;11;21;18;16;34;6;19;14;3;73;8;4;10;9;25;41;94;70;2;36;24;72;0;0;0;29
344;113302;44746;106868;101737;103401;42547;106853;36962;44817;34495;44814;107079;109344;111131;108910;102929;118324;6220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;15;5;22;30;14;6;8;11;10;9;25;16;19;23;1;13;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
349;103140;106869;101798;57275;103560;110425;40393;47378;109039;104260;101758;47705;63274;38395;103541;46057;46896;118598;47548;118034;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;12;22;35;8;20;17;18;9;28;26;2;34;5;7;25;15;27;0;0;0;0;0;0;0;0;0;0;0;0;20
351;121970;101817;117840;118436;42048;35060;107698;60915;111995;118257;59759;111976;8066;57331;114098;114103;118356;45372;113676;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;2;5;10;31;18;29;11;21;24;12;23;19;25;28;30;22;0;0;0;0;0;0;0;0;0;0;0;0;0;19
