Id;Name;JapName;Shirt;ShirtNational;Commentary;Country;Country2;Height;Weight;Age;Foot;PlayingStyle;POS;GK;CB;LB;RB;DMF;CMF;LMF;RMF;AMF;LWF;RWF;SS;CF;OffensiveAwareness;BallControl;Dribbling;TightPossession;LowPass;LoftedPass;Finishing;Heading;PlaceKicking;Curl;Speed;Acceleration;KickingPower;Jump;PhysicalContact;Balance;Stamina;DefensiveAwareness;BallWinning;Aggression;GKAwareness;GKCatching;GKClearing;GKReflexes;GKReach;WeakFootUsage;WeakFootAcc;Form;InjuryResistance;Reputation;PlayingAttitude;Trickster;MazingRun;SpeedingBullet;IncisiveRun;LongBallExpert;EarlyCross;LongRanger;ScissorsFeint;DoubleTouch;FlipFlap;MarseilleTurn;Sombrero;CrossOverTurn;CutBehindAndTurn;ScotchMove;StepOnSkillcontrol;HeadingSpecial;LongRangeDrive;Chipshotcontrol;LongRangeShot;KnuckleShot;DippingShots;RisingShots;AcrobaticFinishing;HeelTrick;FirstTimeShot;OneTouchPass;ThroughPassing;WeightedPass;PinpointCrossing;OutsideCurler;Rabona;NoLookPass;LowLoftedPass;GKLowPunt;GKHighPunt;LongThrow;GKLongThrow;PenaltySpecialist;GKPenaltySaver;Gamesmanship;ManMarking;TrackBack;Interception;AcrobaticClear;Captaincy;SuperSub;FightingSpirit;Celebration1;Celebration2;DribblingHunching;DribblingArmMove.;RunningHunching;RunningArmMovement;CornerKicks;FreeKicks;PenaltyKick;DribbleMotion;YouthClub;OwnerClub;ContractUntil;LoanUntil;MarketValue;NationalCaps;Legend;Hand;WinnerGoldenBall;EditName;EditBasics;EditPosition;EditPositions;EditAbilities;EditPlayerSkills;EditPlayingStyle;EditCOMPlayingStyles;EditMovements;Edit1;Edit2;Edit3;Edit4;Edit5;Edit6;Edit7;Value1;Value2;Value3;Value2020_1;Value2020_2;Appearance;ListBoots;ListGloves;InEditFile;OverallStats
35446;M. PEREIRA;ペレイラ;MAXI;;-1;152;0;173;70;33;False;11;3;0;1;0;2;0;0;0;2;0;0;0;0;0;76;74;72;0;73;71;66;68;69;71;72;77;75;74;83;81;84;76;77;0;40;40;40;40;40;2;3;8;3;7;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;22;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;69
35457;M. TORRES;マクネリー トーレス;TORRES;;-1;148;0;175;72;33;False;0;8;0;0;0;0;0;1;2;2;2;0;1;1;0;68;83;84;0;87;80;67;63;69;71;76;73;74;73;72;58;72;47;49;0;40;40;40;40;40;4;4;5;3;5;1;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;8;-1;0;0;0;0;0;False;65
35462;MANUCHO G.;マヌーチョ;MANUCHO G.;;-1;45;228;190;84;34;True;0;12;0;0;0;0;0;0;0;0;0;0;0;1;2;75;68;66;0;67;62;71;83;61;65;67;70;74;76;84;67;73;46;43;0;40;40;40;40;40;1;1;4;2;4;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;96;0;3;3;3;2;1;1;1;1;100;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;4;-1;0;0;0;0;0;False;60
35476;Z. KUZMANOVIĆ;ズドラフコ クズマノヴィッチ;KUZMANOVIC;;-1;303;238;186;79;30;False;15;5;0;0;1;1;2;2;1;1;1;0;0;0;0;71;74;72;0;77;78;68;72;73;69;67;68;82;73;79;65;74;68;72;0;40;40;40;40;40;2;2;4;2;5;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;60;0;1;1;1;1;1;1;1;1;1706;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;64
35477;E. CAVANI;エディンソン カバーニ;CAVANI;;-1;152;215;184;71;30;False;1;12;0;0;0;0;0;0;1;1;0;2;2;1;2;95;68;70;0;68;83;85;92;82;88;82;86;88;88;79;73;93;73;69;0;40;40;40;40;40;3;3;7;3;7;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;True;37;0;1;8;2;2;4;3;3;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;4;-1;0;0;0;0;0;False;80
35479;A. GAZZI;アレッサンドロ ガッツィ;GAZZI;;-1;215;0;184;81;34;True;9;4;0;0;0;0;2;2;1;0;1;0;0;0;0;64;71;68;0;72;71;62;71;64;61;69;72;73;72;73;69;77;72;70;0;40;40;40;40;40;1;2;5;3;3;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;0;0;1;1;1;1;1;1;1;1;122;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;32;-1;0;0;0;0;0;False;62
35481;C. PUGGIONI;クリスティアン プッジョーニ;PUGGIONI;;-1;215;0;187;81;36;False;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;50;54;51;0;54;59;51;60;52;54;65;63;77;80;79;61;57;58;54;0;84;79;84;83;81;2;2;4;2;3;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;76
35483;L. GRIMI;レアンドロ グリミ;GRIMI;;-1;144;215;183;78;32;True;0;2;0;1;2;0;0;1;1;0;0;0;0;0;0;60;65;62;0;66;68;60;68;56;58;75;78;76;70;71;70;78;66;71;0;40;40;40;40;40;4;4;6;2;2;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;43;0;1;1;1;3;4;15;1;1;1922;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;60
35487;J. BIABIANY;ジョナタン ビアビアニー;BIABIANY;;-1;208;148;177;73;29;False;2;10;0;0;0;0;0;0;2;2;1;2;2;2;1;77;78;80;0;72;62;70;62;64;68;89;85;72;68;66;79;72;56;55;0;40;40;40;40;40;2;2;5;1;4;2;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;6;0;1;4;2;2;1;5;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;66
35492;A. JAAKKOLA;ヤーコラ;JAAKKOLA;;-1;207;0;193;88;30;False;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;40;46;45;0;46;49;41;70;42;41;64;63;65;80;73;57;53;60;48;0;69;71;67;72;72;2;2;5;2;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;44;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;63
35495;G. İNLER;インレル;INLER;;-1;238;190;183;80;33;False;15;5;0;0;0;0;2;2;0;0;1;0;0;0;0;74;79;74;0;78;80;64;70;74;76;71;69;84;73;75;58;77;71;78;0;40;40;40;40;40;3;3;5;3;6;1;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;11;0;1;1;1;4;1;16;1;1;1706;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;33;-1;0;0;0;0;0;False;67
35496;G. BALE;ギャレス ベイル;BALE;;-1;241;0;183;74;28;True;4;10;0;0;1;0;0;1;2;2;2;2;2;1;1;83;86;87;0;84;85;85;84;83;84;95;93;90;83;80;65;78;56;57;0;40;40;40;40;40;1;2;6;1;7;1;False;False;True;True;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;60;0;3;5;3;5;3;9;3;3;207;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;10;-1;0;0;0;0;0;False;81
35498;O. KUCHER;クチェル;KUCHER;;-1;239;0;184;82;35;False;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;62;69;57;0;68;67;50;81;53;63;68;65;65;74;81;65;78;87;88;0;40;40;40;40;40;2;2;5;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;13;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;65
35499;C. FUCHS;クリスティアン フックス;FUCHS;;-1;194;0;186;80;31;True;11;2;0;1;2;0;0;0;1;0;0;0;0;1;0;73;74;69;0;75;83;62;75;80;84;68;68;82;74;74;60;80;73;75;0;40;40;40;40;40;1;2;4;2;4;1;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;22;0;1;3;1;3;6;7;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;66
35500;V. KAVLAK;カヴラク;VELI KAVLAK;;-1;194;0;178;68;29;False;0;5;0;0;0;0;1;2;2;2;2;0;0;1;0;67;74;74;0;75;70;59;71;59;67;73;68;76;71;68;73;80;72;74;0;40;40;40;40;40;3;3;5;2;4;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;11;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;60
35502;Z. JUNUZOVIĆ;ユヌゾヴィッチ;JUNUZOVIC;;-1;194;0;172;69;30;False;14;8;0;0;0;0;1;2;2;2;2;0;0;2;1;70;80;77;0;78;85;66;60;87;84;77;78;76;65;61;85;91;67;64;0;40;40;40;40;40;2;3;6;2;4;3;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;3;0;1;1;1;3;4;15;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;69
35504;A. MANNUS;マンナス;MANNUS;;-1;225;0;188;84;35;False;17;0;2;0;0;0;0;0;0;0;0;0;0;0;0;49;52;43;0;45;50;41;60;46;44;60;61;71;66;74;71;55;60;43;0;81;79;75;78;81;2;2;4;3;2;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;9;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;71
35505;J. EVANS;ジョニー エヴァンズ;EVANS;;-1;225;0;188;77;29;False;0;1;0;2;2;1;1;1;0;0;0;0;0;0;0;60;71;64;0;74;67;58;84;55;57;69;71;72;83;78;67;74;84;85;0;40;40;40;40;40;2;2;4;1;6;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;97;0;1;1;1;1;1;1;1;1;100;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;67
35508;K. LAFFERTY;ラファーティー;LAFFERTY;;-1;225;0;193;70;30;False;13;12;0;0;0;0;0;0;2;1;0;2;1;1;2;72;72;72;0;70;65;73;80;73;64;71;74;79;80;82;78;73;53;51;0;40;40;40;40;40;2;3;4;1;4;1;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;69;0;1;1;1;1;1;1;1;1;378;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;4;-1;0;0;0;0;0;False;64
35509;V. ĆORLUKA;チョルルカ;CORLUKA;;-1;200;0;192;84;31;False;12;1;0;2;2;2;2;1;1;1;0;0;0;0;0;65;74;67;0;77;75;56;81;60;71;73;71;72;77;81;72;75;78;82;0;40;40;40;40;40;2;3;7;2;5;3;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;12;0;3;3;1;3;1;1;1;1;1203;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;67
35514;B. JOKIĆ;ボヤン ヨキッチ;JOKIC;;-1;235;0;176;74;31;True;11;2;0;0;2;0;0;1;2;0;0;0;0;0;0;60;75;65;0;77;75;50;66;62;60;74;76;66;80;72;78;72;75;76;0;40;40;40;40;40;2;2;5;2;4;2;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;23;0;1;1;1;1;1;1;1;1;23;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;62
35518;M. NOVAKOVIČ;ノヴァコヴィッチ;NOVAKOVIC;;-1;235;0;193;78;38;True;13;12;0;0;0;0;0;0;0;0;0;0;0;1;2;72;73;72;0;70;60;76;75;66;65;72;70;78;72;76;63;67;48;43;0;40;40;40;40;40;2;3;4;2;4;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;53;0;3;1;3;8;5;9;3;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;4;-1;0;0;0;0;0;False;62
35532;S. DEFOUR;デフール;DEFOUR;;-1;197;0;173;65;29;False;7;5;0;0;0;0;2;2;2;2;2;1;1;0;0;65;79;75;0;80;79;64;65;76;75;68;70;72;68;68;78;82;76;77;0;40;40;40;40;40;2;3;5;2;6;1;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;3;0;1;1;1;1;1;6;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;1;-1;0;0;0;0;0;False;67
35535;BŁASZCZYKOWSKI;ブワシチコフスキ;BLASZCZYKOWSKI;;-1;227;0;176;77;32;False;4;7;0;0;0;1;0;1;0;2;0;0;2;1;0;79;81;80;0;80;78;70;64;69;77;83;83;79;69;74;82;77;65;65;0;40;40;40;40;40;2;3;4;1;6;1;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;122;0;1;3;1;3;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;2;-1;0;0;0;0;0;False;70
35548;Ş. RADU;シュテファン ラドゥ;RADU;;-1;229;0;183;79;31;True;12;2;0;2;2;0;0;1;2;0;0;0;0;0;0;63;71;69;0;72;68;60;75;58;64;75;75;79;75;77;76;78;85;86;0;40;40;40;40;40;2;3;5;2;5;2;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;72;0;3;1;3;1;1;9;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;33;-1;0;0;0;0;0;False;66
35873;A. HAYASHI;林 彰洋;HAYASHI;;-1;13;0;195;89;30;False;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;41;51;58;0;62;68;42;70;51;45;65;76;76;77;77;63;64;71;47;0;81;81;77;79;80;4;4;5;2;3;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;2;2;2;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;73
35876;AZPILICUETA;セサル アスピリクエタ;AZPILICUETA;;-1;236;0;178;75;28;False;11;1;0;2;2;2;0;1;1;1;0;0;0;0;0;75;78;75;0;81;77;59;72;59;69;84;84;69;76;78;82;91;85;86;0;40;40;40;40;40;2;3;8;3;6;2;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;38;0;1;3;2;5;1;1;1;1;263;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;32;-1;0;0;0;0;0;False;71
35878;LUCAS LEIVA;ルーカス レイヴァ;LUCAS;;-1;146;215;179;74;30;False;9;4;0;1;0;0;2;2;0;0;0;1;0;0;0;65;76;71;0;78;75;58;71;62;69;64;66;76;84;79;78;80;86;83;0;40;40;40;40;40;2;2;4;1;6;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;19;0;1;1;1;1;1;1;1;1;1250;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;70
35880;J. SOSA;エルネスト ソサ;SOSA;;-1;144;0;179;72;32;False;5;4;0;0;0;0;2;1;2;2;2;1;1;2;0;69;81;80;0;80;78;68;63;85;84;75;76;77;63;67;75;74;67;65;0;40;40;40;40;40;3;3;6;2;4;2;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;12;0;1;1;1;1;4;5;1;1;1238;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;70
35881;M. PAVONE;マリアーノ パボーネ;PAVONE;;-1;144;215;181;81;35;False;1;12;0;0;0;0;0;0;0;0;0;0;0;1;2;82;77;75;0;68;67;81;75;59;76;75;75;81;71;78;73;74;44;67;0;40;40;40;40;40;4;4;7;2;4;1;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;20;0;1;1;1;1;1;1;1;1;1238;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;128;-1;0;0;0;0;0;False;70
35882;M. ZÁRATE;マウロ サラテ;M. ZARATE;;-1;144;215;176;72;30;False;2;11;0;0;0;0;0;0;1;1;1;1;1;2;2;79;83;85;0;73;66;77;61;78;84;76;79;81;69;64;76;74;49;52;0;40;40;40;40;40;3;3;4;2;5;2;True;False;False;True;False;False;True;True;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;102;0;2;1;1;2;4;15;1;2;1244;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;69
36017;A. SCHEMBRI;シェンブリ;SCHEMBRI;;-1;222;0;178;74;31;False;0;12;0;0;0;0;0;0;1;0;1;1;1;2;2;72;70;68;0;65;63;70;71;59;70;77;75;76;75;69;67;77;52;55;0;40;40;40;40;40;4;4;5;2;3;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;79;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;61
36149;ELUSTONDO;ゴルカ エルストンド;ELUSTONDO;;-1;236;0;184;79;30;False;0;1;0;2;0;1;2;2;0;0;0;0;0;0;0;59;73;66;0;76;74;57;76;74;76;66;67;74;76;78;64;74;75;76;0;40;40;40;40;40;2;1;3;2;4;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;11;0;1;3;1;2;1;1;1;1;196;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;63
36156;JAVI GUERRA;ハビ グエラ;JAVI GUERRA;;-1;236;0;178;76;35;False;3;12;0;0;0;0;0;0;0;0;1;0;0;1;2;76;72;70;0;68;64;76;79;58;61;73;73;75;77;81;67;76;43;44;0;40;40;40;40;40;2;1;5;3;5;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;45;0;3;1;3;2;1;1;1;1;4308;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;63
36203;M. SUCHÝ;スヒー;SUCHY;;-1;202;0;183;84;29;False;0;1;0;2;1;1;0;0;0;0;0;0;0;0;0;63;74;65;0;71;66;58;79;56;51;73;70;72;83;82;61;74;77;79;0;40;40;40;40;40;2;2;6;2;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;63
36207;B. DOČKAL;ドチカル;DOCKAL;;-1;202;0;182;72;29;False;4;8;0;0;0;0;0;1;2;2;2;0;2;1;0;75;78;76;0;78;76;71;60;77;75;69;68;75;67;63;70;72;60;59;0;40;40;40;40;40;2;3;4;3;4;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;1;1;1;1;1;1;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;63
36213;D. ŠVENTO;シュヴェント;SVENTO;;-1;234;0;178;70;32;True;0;2;0;0;2;0;0;1;2;0;0;2;0;0;0;64;74;76;0;77;75;59;63;62;73;79;80;74;67;67;77;70;77;70;0;40;40;40;40;40;1;1;4;1;4;2;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;3;0;1;1;1;5;6;3;3;1;0;0;1/1/0001 00:00:00;1/1/0001 00:00:00;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;-1;0;0;0;0;0;False;63
