Id;Neck Length;Neck Size;Shoulder Height;Shoulder Width;Chest Measurement;Waist Size;Arm Size;Thigh Size;Calf Size;Leg Length;Arm Length;Skin Colour;Head Length;Head Width;Head Depth;Face Height;Face Size;Upper Eyelid Type;Bottom Eyelid Type;Eye Height;Horizontal Eye Position;Iris Colour;Pupil Size;Upper Eyelid Ht. (Inner);Upper Eyelid Wd. (Inner);Upper Eyelid Ht. (Outer);Upper Eyelid Wd. (Outer);Inner Eye Height;Inner Eye Position;Eye Corner Height;Outer Eye Position;Bottom Eyelid Height ;Eye Depth;Forehead;Eyebrow Type;Eyebrow Thickness;Eyebrow Style;Eyebrow Density;Eyebrow Colour R;Eyebrow Colour G;Eyebrow Colour B;Inner Eyebrow Height;Brow Width;Outer Edyebrow Height;Temple Width;Eyebrow Depth;Nose Type;Laughter Lines;Nose Height;Nostril Width;Nose Width;Nose Tip Depth;Nose Depth;Upper Lip Type;Lower Lip Type;Mouth Position;Lip Size;Lip Width;Mouth Corner Height;Mouth Depth;Facial Hair Type;Facial Hair Colour R;Facial Hair Colour G;Facial Hair Colour B;Thickness;Cheek Type;Neck Line Type;Cheekbones;Chin Height;Chin Width;Jaw Height;Jawline;Chin Depth;Ear Length;Ear Width;Ear Angle;Overall - Style;Overall - Length;Overall - Wave Level;Overall - Hair Variation;Font - Style;Font - Parted;Font - Hairline;Font - Forehead Width;Side/Back - Style;Side/Back - Cropped;Hair Colour R;Hair Colour G;Hair Colour B;Accessory Colour;Hair Colour;Accessories;Wrist taping;Wrist Tape Colou;Ankle Taping;Player Gloves;Colour;Undershorts;Sleeves;Shirttail;Sock Length;Long-Sleeved Inners;ValueAp1;ValueAp2;ValueAp3;ValueAp4;ValueAp5;ValueAp6;ValueAp7;ValueAp8;ValueAp9;ValueAp10;ValueAp11;ValueAp12;ValueAp13;ValueAp14;ValueAp15;ValueAp16;ValueAp17;ValueAp18;ValueAp19;ValueAp20;ValueAp21;Id_Face;Boots;Gloves;Edit_Face;Edit_Hair;Edit_Physique;Edit_Strip;ValueA
54939;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;3;2;-2;1;3;4;2;-2;3;1;0;0;3;-3;-5;2;2;-2;0;2;6;6;1;2;2;3;5;4;3;-4;-3;-2;-1;-1;6;1;-2;0;0;-7;-5;4;4;2;-1;0;0;0;3;5;4;3;2;3;1;-4;2;-5;-1;-7;-3;0;0;0;1;3;1;0;1;3;1;2;1;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;5;5;6;2;13;3;7;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54940;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;2;4;-3;-3;-1;3;1;-2;3;2;0;0;3;-3;-5;2;2;-2;0;2;6;1;5;0;0;3;5;4;3;-1;-3;-1;-2;-7;2;1;-2;0;-4;-5;-5;2;2;2;-3;-1;-1;1;18;5;4;3;2;1;1;-6;2;-5;1;-7;-5;-2;-1;1;1;3;1;0;1;1;2;1;3;1;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;7;6;3;7;5;4;6;5;8;6;1;0;1;6;6;1;0;0;0;0;0;0;0;False;False;False;False;0
54941;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;2;2;-2;0;-1;4;1;0;0;1;0;3;3;-3;5;0;-2;0;-2;1;7;1;2;1;0;3;5;4;3;-7;-3;0;2;-5;5;2;0;1;0;-2;-3;2;2;3;-4;-1;0;4;3;5;4;3;2;4;3;-4;0;-4;-4;-7;-7;-3;3;0;2;3;3;0;2;3;1;2;2;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;7;1;0;5;6;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54942;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;4;6;1;0;4;4;1;2;-1;1;0;3;7;-2;6;-1;3;6;1;3;6;5;3;2;2;3;5;4;3;1;-1;-4;5;-2;6;1;-2;0;0;-7;-5;2;2;-2;-5;0;-1;2;1;5;4;3;1;2;1;-6;2;-4;1;-7;-4;-2;-1;1;2;4;2;0;2;1;1;2;1;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;9;7;13;7;6;0;0;2;13;3;7;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54943;-3;0;2;0;-2;-3;-3;0;-2;-3;-2;2;4;2;-3;7;-1;4;1;2;-1;2;0;-3;4;-4;-2;-5;3;5;-1;-1;6;1;1;2;2;3;5;4;3;2;3;-1;5;-2;5;1;-2;1;0;-5;-7;3;2;-2;2;3;0;-3;1;5;4;3;1;4;3;-4;1;-5;1;-7;-6;-3;3;3;1;3;2;0;3;5;1;2;3;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;9;7;13;7;8;5;1;7;0;3;6;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54944;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;3;2;-2;-2;0;2;6;-6;1;1;0;0;7;-2;5;2;0;4;-2;0;7;1;1;2;0;3;5;4;3;-4;0;-2;1;-5;1;2;-2;0;0;-5;-5;2;2;3;-4;-1;0;4;4;5;4;3;1;4;3;-6;-2;-5;-1;-7;-6;-1;-1;0;1;5;1;0;1;4;1;2;2;1;5;4;3;1;4;True;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;7;7;0;2;14;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54945;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;5;3;-2;2;2;4;2;-1;-3;1;0;-1;4;-4;4;2;3;4;1;0;6;1;1;2;2;3;5;4;3;-4;-4;-2;0;-5;1;1;-2;0;0;-5;-5;2;2;3;-4;-1;0;4;2;5;4;3;0;1;1;1;2;-5;1;-7;-5;-1;-1;0;1;3;2;0;1;6;1;2;3;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;10;7;7;2;1;0;2;14;3;10;0;1;3;3;0;0;0;0;0;0;0;0;False;False;False;False;0
54946;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;4;6;2;7;-2;4;1;0;1;1;0;0;3;-4;2;-3;2;-2;-1;-1;7;6;4;0;0;3;5;4;3;-5;-1;-2;-1;2;6;1;-2;0;0;-2;-3;2;2;0;-5;0;0;1;3;5;4;3;0;1;1;-4;0;-4;-4;-7;-7;-4;4;-2;2;3;3;0;2;6;1;2;2;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;5;7;4;7;8;8;1;3;14;3;10;0;1;3;3;0;0;0;0;0;0;0;0;False;False;False;False;0
54947;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;2;2;-4;-3;-2;4;1;0;0;1;0;3;3;-3;5;0;-2;0;-2;1;7;3;1;1;0;3;5;4;3;-3;-1;0;4;-1;7;1;-4;0;0;-5;-4;4;2;1;1;2;0;1;1;5;4;3;1;4;1;0;1;-3;-4;-7;-2;-4;5;0;1;3;1;0;2;1;1;2;1;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;5;10;4;7;5;7;0;1;14;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54948;-3;0;2;0;-2;-3;-3;0;-2;-3;-2;2;4;3;1;7;2;2;2;-6;1;1;0;0;7;-2;5;2;0;4;-2;0;7;3;1;1;2;3;5;4;3;-4;-1;-1;-1;-1;1;1;-4;0;-2;-3;-3;2;2;0;-5;0;0;1;2;5;4;3;0;1;1;0;3;-5;4;3;-6;-4;6;0;2;3;3;0;2;1;1;2;1;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;10;4;7;5;2;0;8;3;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54949;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;4;3;0;0;3;4;1;2;-1;1;0;3;7;-2;6;-1;3;6;1;3;6;6;5;2;2;3;5;4;3;-4;-4;-2;0;-5;3;1;-2;3;0;-6;-3;2;2;1;-2;-5;0;0;2;5;4;3;3;4;3;-3;0;-4;1;-7;-4;1;4;2;1;3;4;0;1;1;1;2;4;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;9;12;7;2;1;0;2;14;3;4;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54950;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;3;5;-2;0;0;3;2;2;-3;2;0;3;2;-3;5;2;-2;0;-4;-1;6;1;1;1;2;3;5;4;3;1;-1;-4;5;-2;7;2;-4;0;0;-5;-4;3;2;0;1;0;0;-3;1;5;4;3;1;1;1;-6;0;-4;-1;2;-7;0;0;0;2;3;3;0;2;3;1;2;2;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;6;7;13;7;6;0;0;1;14;3;8;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54951;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;3;5;-2;1;-1;4;1;-1;-1;1;1;1;3;-3;2;0;3;5;0;1;6;1;3;2;0;2;5;4;3;-7;-3;0;2;-5;6;1;-2;0;0;-6;-4;2;2;1;-5;0;0;2;7;5;4;3;0;4;3;-4;0;-4;-1;-7;-4;-3;3;0;1;3;2;0;1;6;1;2;3;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;7;1;8;5;14;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54952;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;2;2;-4;-1;1;2;2;3;-1;1;0;1;3;-4;4;0;4;1;4;0;6;6;1;2;2;3;5;4;3;-4;-3;0;-1;-1;6;1;-2;0;0;-7;-5;2;2;1;-2;-5;0;0;1;5;4;3;1;4;1;-6;2;-4;1;-7;-4;2;3;0;7;0;0;14;0;0;0;0;0;0;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;6;3;7;6;8;1;2;13;3;4;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54953;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;3;3;-3;-1;0;4;1;3;-1;1;0;1;3;-4;4;0;4;1;4;0;6;1;2;1;2;3;5;4;3;2;3;-1;5;-2;5;1;-2;2;1;-6;-3;2;2;0;-5;0;0;0;18;5;4;3;2;3;3;-4;1;-3;1;-7;-5;-3;3;0;1;3;2;0;1;6;1;2;3;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;3;7;13;7;8;5;1;5;8;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54954;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;3;4;-1;-3;-2;4;6;2;1;1;0;3;3;-4;5;-1;-3;-4;-2;-1;7;5;3;2;0;2;5;4;3;-4;-2;-2;7;-2;2;2;-2;0;-4;-5;-5;4;2;1;1;2;0;1;2;5;4;3;3;1;1;-5;1;-4;1;-7;-6;0;7;-1;1;3;1;0;1;3;1;2;1;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;11;14;7;6;6;0;5;8;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54955;-3;0;2;0;-2;-2;-2;0;-1;-3;-3;2;4;3;-1;2;1;4;2;2;1;2;2;3;3;-3;5;1;-1;0;3;1;6;3;1;2;2;3;5;4;3;-2;-1;-4;-1;-5;1;1;-2;2;0;-6;-5;4;2;1;1;2;0;1;2;5;4;3;0;2;1;-4;1;-3;-1;-7;-2;-3;3;3;0;1;1;0;0;0;1;2;0;2;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;7;1;0;3;14;3;10;0;1;3;3;0;0;0;0;0;0;0;0;False;False;False;False;0
54956;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;2;0;-3;-1;4;6;3;0;5;0;1;7;-2;5;3;-4;0;0;1;6;3;1;2;2;3;8;5;3;-1;4;-3;7;-1;1;1;-5;3;2;0;-1;2;2;4;-5;3;0;0;1;8;5;3;1;3;1;-4;1;-4;-1;1;0;-3;3;3;1;3;5;0;1;1;1;2;1;1;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;9;9;5;5;14;3;10;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54957;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;1;-1;0;-1;1;2;-1;3;2;2;1;4;-4;4;3;-4;-4;1;1;6;1;1;2;1;3;8;5;3;-1;-1;-1;7;-1;1;1;-4;0;0;2;-1;2;2;0;-5;2;-1;2;2;8;5;3;1;2;3;-4;2;-5;-2;-2;-3;0;4;-2;2;4;4;0;2;4;1;2;2;1;8;5;3;1;6;False;0;1;0;0;2;0;1;1;1;1;0;2;7;10;7;9;9;0;3;14;3;10;0;0;3;3;0;0;0;0;0;0;0;0;False;False;False;False;0
54958;-2;0;2;0;-1;0;0;0;0;0;-1;3;4;2;1;4;-1;2;2;-1;3;5;2;1;4;-4;4;3;-4;-4;1;1;6;6;4;2;1;3;11;7;4;-7;-3;-3;0;3;1;1;-2;0;0;1;0;2;2;0;-5;0;0;2;18;11;7;4;2;2;1;-4;2;-5;0;-4;0;-2;2;3;2;3;7;0;2;1;1;2;2;1;11;7;4;2;5;False;0;1;0;0;2;0;1;1;1;1;0;0;7;4;7;8;11;0;5;5;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54959;-2;0;2;0;-1;-1;-1;0;-1;0;0;3;3;2;0;0;-1;2;2;5;3;5;0;3;3;-3;-2;3;-1;-2;3;1;6;1;1;2;0;3;5;4;3;-4;-3;-6;2;-1;1;1;-2;3;2;0;0;2;2;3;-5;0;0;2;2;5;4;3;0;3;1;-4;1;0;-1;-7;1;0;0;0;2;3;3;0;2;4;1;2;1;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;9;9;1;5;14;3;10;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54960;-2;0;2;0;-1;0;0;0;0;0;-1;3;4;3;0;0;-1;3;1;-2;-2;2;0;3;6;-2;4;3;0;-1;0;1;6;3;1;2;1;3;5;4;3;-5;-3;-4;7;-5;3;1;-3;1;1;2;1;2;2;0;-5;0;0;2;7;5;4;3;0;2;1;-4;1;-4;0;-7;0;0;0;0;1;3;1;0;3;2;1;2;4;2;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;0;7;4;7;9;10;1;7;5;3;10;0;1;3;3;0;0;0;0;0;0;0;0;False;False;False;False;0
54961;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;2;0;6;2;1;2;-2;-1;6;0;3;2;-3;5;2;-3;0;0;1;5;6;5;2;0;3;8;5;3;-7;-5;-2;2;-2;5;1;-2;1;5;0;2;2;2;2;-5;0;0;2;1;8;5;3;1;3;1;-4;2;1;2;-7;-7;-1;7;6;1;4;1;0;1;5;1;2;1;1;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;7;8;4;5;14;3;10;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54962;-2;0;2;0;-1;0;0;0;0;0;-1;3;4;1;0;0;-1;3;1;2;3;6;0;3;3;-3;5;4;-3;0;1;1;5;1;1;2;1;3;8;5;3;-6;-3;-2;3;-1;2;1;-2;3;1;0;3;2;2;4;-5;3;0;0;18;8;5;3;2;1;3;-4;1;-6;2;-7;-3;-5;7;6;0;1;1;0;0;0;1;2;0;1;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;10;7;7;8;0;5;14;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54963;-2;0;2;0;-1;0;0;0;0;0;-1;3;4;2;0;0;0;1;1;2;4;5;1;3;3;-5;4;2;0;0;-2;1;6;6;4;2;1;3;5;4;3;-6;-3;-3;5;-1;1;1;-4;0;0;2;-1;2;2;4;-5;3;0;0;1;5;4;3;1;2;1;-4;1;0;-1;-5;1;-3;3;3;1;2;1;0;1;1;1;2;4;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;8;11;0;3;14;3;10;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54964;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;2;0;0;-1;3;1;3;-1;5;1;1;7;-5;4;-3;-4;-5;6;1;6;3;2;2;0;3;5;4;3;-6;-3;-3;5;-1;3;1;-1;0;0;0;-1;2;2;0;-5;0;0;2;1;5;4;3;1;3;1;-4;2;1;3;-7;-7;-4;5;2;1;2;2;0;2;1;3;2;4;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;8;11;0;5;14;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54965;-2;0;2;0;-1;-1;-1;0;-1;0;0;3;3;1;0;0;-1;2;6;-1;3;5;0;0;-1;-2;5;-2;-4;3;-3;2;6;6;2;2;0;3;14;10;7;-6;-3;-3;5;-1;6;1;-4;-2;1;2;4;2;2;0;-5;0;0;2;2;14;10;7;0;3;2;-6;0;-4;-1;-5;-3;-4;5;2;1;2;1;0;1;1;1;2;4;1;14;10;7;2;1;False;0;1;0;0;2;0;1;1;1;1;0;7;10;4;7;8;11;2;5;14;3;10;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54966;-2;0;2;0;-1;0;0;0;0;0;-1;3;5;2;1;0;-1;1;2;-1;3;5;2;1;4;-4;4;3;-4;-4;1;1;6;5;4;2;1;3;5;4;3;-6;-1;-3;7;-1;1;1;-2;-1;1;1;1;3;2;4;0;1;0;1;1;5;4;3;0;1;3;-4;2;1;-1;-7;-6;-4;5;2;1;3;5;0;1;1;1;2;1;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;6;10;0;7;14;3;5;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54967;-2;0;2;0;-1;-1;-1;0;-1;0;0;3;2;1;-1;5;-1;3;1;2;4;2;1;3;3;-5;4;2;0;0;-2;1;6;1;1;2;1;3;5;4;3;-4;-3;-6;2;-1;1;1;-4;0;0;2;-1;2;2;6;-5;0;0;2;7;5;4;3;0;3;1;-4;2;-5;-1;-5;0;0;0;0;1;4;4;0;1;2;1;2;3;1;5;4;3;1;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;9;9;0;3;14;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54968;-2;0;2;0;-1;-1;-1;0;-1;0;0;3;3;3;1;-3;-1;4;2;-3;-1;7;0;0;3;-5;4;-2;-4;-5;0;0;6;6;5;2;2;3;5;4;3;-6;-5;0;4;-1;3;1;-3;1;1;2;1;2;2;3;-6;-2;0;2;2;5;4;3;1;1;1;-4;2;-5;-1;1;3;-2;2;3;2;3;3;0;2;4;1;2;1;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;9;9;3;7;5;3;4;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54969;-2;0;2;0;-1;0;0;0;0;0;-1;3;2;0;-1;7;2;4;2;2;2;5;0;1;1;-4;-1;3;0;1;1;1;6;6;5;2;2;3;11;7;4;-7;-3;-3;0;3;3;1;-1;0;0;0;-1;2;2;2;-3;6;0;3;1;11;7;4;1;2;1;-4;2;-5;-1;-7;3;0;4;-2;2;3;3;0;2;4;1;2;1;1;11;7;4;2;5;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;8;11;1;5;14;3;5;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54970;-2;0;2;0;-1;0;0;0;0;0;-1;3;4;2;0;3;-1;4;6;2;-3;2;0;3;3;-4;4;3;-4;0;2;1;6;5;1;2;1;3;5;4;3;-1;-1;-1;7;-1;2;1;-2;1;1;0;2;2;2;3;-6;-2;0;2;1;5;4;3;1;1;3;-4;0;-5;-1;1;-3;-5;4;-1;1;3;1;0;3;2;1;2;4;2;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;10;7;9;9;0;6;14;3;4;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54971;-2;0;2;0;-1;-1;-1;0;-1;0;0;3;4;1;0;7;-1;1;1;3;-1;5;1;1;7;-5;4;-3;-4;-5;6;1;6;1;1;2;1;3;8;5;3;-5;-3;-3;-1;-1;1;1;-4;-1;2;2;2;2;2;0;-5;0;0;2;9;8;5;3;0;3;1;-4;2;-5;2;-7;0;0;0;0;2;3;4;0;3;2;2;2;2;1;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;10;7;9;10;0;2;14;3;10;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54972;-2;0;2;0;-1;0;0;0;0;0;-1;3;4;1;0;0;-1;2;2;2;4;5;1;3;3;-5;4;2;0;0;-2;1;6;6;1;2;2;3;8;5;3;-1;4;-3;7;-1;6;2;-2;0;1;2;2;3;2;2;0;-2;0;1;19;8;5;3;1;2;1;-4;0;-4;1;-7;-5;-2;6;3;1;4;4;0;1;2;1;2;3;1;8;5;3;1;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;9;9;0;8;14;3;10;0;0;3;3;0;0;0;0;0;0;0;0;False;False;False;False;0
54973;-2;1;2;1;0;0;1;1;0;0;-1;3;3;2;0;0;-1;2;1;-3;-3;3;0;3;6;-4;4;4;-3;-4;-1;1;6;1;5;2;1;3;5;4;3;-7;-3;-3;0;3;2;1;-2;1;1;0;2;2;2;0;-5;0;0;-1;19;5;4;3;1;2;1;0;2;1;2;-7;-7;-2;6;3;0;1;1;0;0;0;2;2;0;2;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;8;11;0;6;14;3;10;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54974;-4;-3;1;-6;-2;-3;-2;-2;-2;5;-2;4;3;1;-1;5;0;3;2;-4;0;1;6;4;3;-3;7;-2;-5;0;-1;-7;6;1;1;1;1;3;0;0;0;-3;-2;1;5;-5;2;1;-1;0;-4;-3;-3;2;2;5;1;7;-3;6;2;1;1;0;1;1;1;1;2;5;3;-7;-3;-3;6;1;5;3;1;1;1;1;1;2;4;3;1;1;0;2;9;False;0;1;0;0;2;0;1;1;1;1;0;0;7;8;7;9;11;4;5;14;3;13;0;1;3;3;1;0;0;0;0;0;1051;0;True;True;True;True;0
54975;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;2;0;5;-1;3;1;4;-1;5;0;2;3;-4;1;2;-3;-1;3;0;6;1;5;2;0;3;8;5;3;-6;-4;-2;2;-1;3;1;-3;0;0;-1;-2;2;2;0;-5;2;-1;2;2;8;5;3;1;1;3;-4;1;-6;0;-7;-3;-4;1;1;1;3;1;0;3;2;1;2;4;2;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;9;9;0;2;13;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54976;-2;0;2;0;-1;-1;-1;0;-1;0;0;3;2;2;0;4;0;1;2;3;0;2;0;1;7;-2;5;3;-4;0;0;1;6;1;4;2;1;3;5;4;3;-4;-5;-5;5;-1;2;1;-2;1;1;0;2;2;2;0;-5;0;0;2;1;5;4;3;1;2;1;-4;2;1;1;-7;-7;-5;1;5;1;3;5;0;1;1;1;2;1;1;5;4;3;2;4;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;9;10;5;6;14;3;10;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54977;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;2;0;-3;-1;3;2;-2;-1;2;0;3;2;-3;5;2;-3;0;0;1;6;5;4;2;1;3;8;5;3;-1;4;-3;7;-1;2;1;-2;3;1;0;3;2;2;0;-5;0;0;2;7;8;5;3;0;4;3;-4;0;-5;-1;1;-4;-3;3;3;2;4;4;0;2;4;1;2;2;1;8;5;3;1;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;9;9;4;5;14;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54978;-2;0;2;0;-1;0;0;0;0;0;-1;3;5;2;1;5;-1;4;1;4;-1;3;0;2;3;-4;1;2;-3;-1;3;0;6;1;4;2;1;3;8;5;3;-6;-3;-2;5;-1;1;1;0;0;0;2;2;2;2;2;-3;6;0;3;7;8;5;3;0;2;1;-5;0;-5;0;-2;-1;-1;5;-2;1;4;4;0;1;2;1;2;3;1;8;5;3;1;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;7;7;9;10;0;9;14;3;5;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54979;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;1;0;-3;-1;3;2;-2;-1;7;0;3;6;-5;-1;3;-4;-3;1;3;6;1;1;2;1;3;8;5;3;-6;-3;-3;5;-1;6;1;-2;0;1;2;2;3;2;2;0;-2;0;1;7;8;5;3;0;1;1;0;2;-5;0;-2;2;0;4;-2;2;3;7;0;2;1;1;2;2;1;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;8;11;1;8;14;3;10;0;1;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54980;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;1;0;0;-1;1;1;4;0;5;0;0;4;-4;4;0;4;-2;1;2;6;1;4;2;1;3;8;5;3;-6;-1;-6;-5;-1;1;1;-3;0;0;0;1;2;2;0;-5;0;0;2;2;8;5;3;0;3;1;-4;1;0;2;-7;1;-2;2;3;1;2;2;0;2;1;3;2;4;1;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;9;11;8;5;3;3;10;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54981;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;1;-1;7;-1;3;6;4;3;5;0;0;1;-6;4;-2;-4;-3;0;0;5;1;4;2;0;3;8;5;3;-6;-3;-6;4;-1;3;1;-1;0;0;0;-1;2;2;0;-5;0;0;-1;2;8;5;3;1;3;1;0;2;-5;0;-7;1;-1;7;6;2;4;4;0;2;4;1;2;2;1;8;5;3;1;6;False;0;1;0;0;2;0;1;1;1;1;0;0;7;4;7;8;8;9;5;14;3;10;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54982;-2;0;2;0;-1;0;0;0;0;0;-1;3;3;2;-2;0;-1;4;6;2;4;3;1;3;3;-5;4;2;0;0;-2;1;6;6;1;2;1;3;8;5;3;-4;-5;-5;5;-1;3;1;-3;1;1;2;1;2;2;0;-5;0;0;-1;2;8;5;3;1;1;1;-4;1;-4;3;-7;0;-2;2;-2;1;3;4;0;2;1;3;3;2;1;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;7;7;4;7;9;10;0;7;5;3;10;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
54983;-2;0;2;0;-1;0;0;0;0;0;-1;3;4;1;1;0;0;4;6;-1;3;5;0;0;-1;-2;5;-2;-4;3;-3;2;6;1;4;1;1;3;8;5;3;-4;-5;-5;5;-1;1;1;-3;0;-4;1;-1;4;2;3;-3;5;0;2;1;8;5;3;1;4;3;-6;0;-5;-5;-1;-3;-5;4;-1;1;3;4;0;2;1;3;3;2;1;8;5;3;2;6;False;0;1;0;0;2;0;1;1;1;1;0;2;10;4;7;9;10;2;3;10;3;4;0;0;3;3;1;0;0;0;0;0;0;0;False;False;False;False;0
