<<<<<<< Updated upstream
﻿Id;Country;Stadium;Coach;Type;Name;Abbreviation;StadiumName;StadiumFile;EmblemFile;Rival1;Rival2;Rival3;Banner1;Banner2;Banner3;Banner4;Turf Pattern;Sideline Colour;Seat Colour;Goal Style;Net Pattern;GoalNettingDesign;Team Color 1 R;Team Color 1 G;Team Color 1 B;Team Color 2 R;Team Color 2 G;Team Color 2 B;Kit1;Kit2;Kit3;Kit4;Kit5;Kit6;Kit7;Kit8;Kit9;Kit10;Emblem;Edit name;Edit emblem;Edit stadium;Edit stadium name;Edit stadium file;Edit stadium details;Edit rivals;Edit banners;Edit 1;Edit team colors;Edit coach;Edit kits;Value8;Value9;Value10;Value11;Value12;Value13
1184;240;15;493775;2;UZBEKISTÁN;UZB;;;;262143;262143;262143;;;;;2;7;8;1;1;1;13;35;46;11;33;44;19398656;19398657;19398784;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1196;197;29;101119;0;KAA GENT;GNT;;;;262143;262143;262143;;;;;0;0;0;2;1;1;0;15;28;63;63;63;19595264;19595265;19595392;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1203;200;19;101093;0;GNK DINAMO ZAGREB;DZG;;;;262143;262143;262143;;;;;5;7;8;1;1;4;0;20;39;63;63;63;19709952;19709953;19710080;19709954;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1207;203;42;90;0;FC KØBENHAVN;KNH;;;;262143;262143;262143;;;;;3;6;4;1;1;1;63;63;63;1;21;39;19775488;19775489;19775616;19775490;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1212;211;29;101103;0;PAOK THESSALONIKI FC;TSP;;;;262143;262143;262143;;;;;0;0;0;1;1;1;0;0;0;63;63;63;19857408;19857409;19857536;19857410;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1216;229;44;101127;0;FOTBAL CLUB FCSB;FSB;;;;262143;262143;262143;;;;;3;2;4;1;1;1;57;9;6;1;11;21;19922944;19922945;19923072;19922946;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1217;230;42;100939;0;PFK CSKA MOSKVA;CSK;;;;262143;262143;262143;;;;;5;5;6;1;1;1;55;0;6;0;8;31;19939328;19939329;19939456;19939840;19939841;19939968;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1218;230;19;123;0;FK ZENIT ST. PETERSBURG;ZSP;;;;262143;262143;262143;;;;;8;7;7;1;1;1;10;39;54;63;63;63;19955712;19955713;19955840;19955714;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1232;239;29;297;0;FC SHAKHTAR DONETSK;SKD;;;;262143;262143;262143;;;;;3;6;3;1;1;1;59;27;0;0;0;0;20185088;20185089;20185216;20185600;20185601;20185728;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1236;144;44;262615;0;ARGENTINOS JUNIORS;AAJ;Diego Armando Maradona;Estadio_Argentinos Jr.png;;4034;262143;262143;BICHO;LA PATERNAL;EL SEMILLERO;LA BANDA BICHO;2;5;4;1;2;1;46;3;8;0;21;36;20250624;20250625;20250752;20250626;20250627;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;True;True;True;False;True;True;True;18;-1;0;0;1;50462976
1237;144;15;262216;0;RACING CLUB;RAC;Presidente Perón;Estadio_Racing.png;;1240;139;262143;LA ACADE;GUARDIA IMPERIA;HEPTACAMPEON;PRIMER GRANDE;8;5;6;1;1;1;1;41;56;63;63;63;20267008;20267009;20267136;20267010;20267011;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;True;True;False;True;True;False;True;True;True;13;-1;0;0;1;50462976
1238;144;29;100720;0;ESTUDIANTES DE LA PLATA;EST;Jorge Luis Hirschi;Estadio_Estudiantes.png;;1239;262143;262143;EL PINCHA;PINCHARRATA;LEON;EDLP;2;1;4;1;1;1;59;9;9;63;63;63;20283392;20283393;20283520;20283394;20283395;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;True;True;True;False;True;True;True;26;-1;0;0;1;50462976
1239;144;44;262485;0;GIMNASIA LA PLATA;GIM;Juan Carmelo Zerillo;Estadio_Gimnasia.png;;1238;262143;262143;LOBO;LA VEINTIDOS;TRIPERO;EL BOSQUE;3;8;1;1;1;1;4;5;23;63;63;63;20299776;20299777;20299904;20299778;20299779;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;True;True;True;False;True;True;True;28;-1;0;0;1;50462976
1240;144;42;262222;0;CA INDEPENDIENTE;IND;Ricardo Enrique Bochini;Estadio_Independiente.png;;1237;262143;262143;EL ROJO;BOCHINI;SIETE COPAS;BARRA DEL ROJO;3;5;4;1;2;1;46;1;1;63;63;63;20316160;20316161;20316288;20316162;20316163;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;False;True;True;False;True;True;True;6;-1;0;0;1;50462976
1241;144;44;362264;0;NEWELL'S OLD BOYS;NOB;Marcelo Bielsa;Estadio_Newells.png;;1242;262143;262143;LEPROSOS;NOB LOCURA;PARQUEINDEP;NEWELLS;3;1;4;1;1;1;49;6;9;0;0;0;20332544;20332545;20332672;20332546;20332547;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;True;True;True;True;True;False;True;True;True;37;-1;0;0;1;50462976
1242;144;43;172;0;CA ROSARIO CENTRAL;CEN;Gigante de Arroyito;Estadio_Rosario Central.png;;1241;262143;262143;;;;;3;2;7;1;1;1;0;9;18;63;48;5;20348928;20348929;20349056;20348930;20348931;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;True;True;False;False;True;True;True;41;-1;0;0;1;0
1243;148;43;262330;0;SAN LORENZO;SLO;Pedro Bidegain;Estadio_San Lorenzo.png;;1922;139;262143;ANDATE LAMMENS;EL CUERVO;GLOR. BUTTELER;BOEDO;3;6;4;1;1;1;9;14;21;59;8;11;20365312;20365313;20365440;20365314;20365315;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;False;True;True;False;True;True;True;15;-1;0;0;1;50462976
1244;144;40;144;0;VÉLEZ SARSFIELD;VEL;José Amalfitani;Estadio_Velez.png;;262143;262143;262143;LA PANDILLA;FORTINEROS;VELEZ PASION;LINIERS FIEL;3;8;1;1;1;1;63;63;63;0;12;25;20381696;20381697;20381824;20381698;20381699;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;True;True;True;False;True;False;True;True;True;48;-1;0;0;1;50462976
1245;146;13;362981;0;ATLÉTICO MINEIRO;CAM;Arena MRV;Estadio_Mineiro.png;;274;262143;262143;GALO;CAM;AQUI E GALO;GALO FORTE;3;1;1;1;2;1;0;0;0;63;63;63;20398080;20398081;20398208;20398082;20398083;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;True;True;True;True;True;False;True;True;True;10;-1;0;0;1;50462976
1246;146;29;363305;0;BOTAFOGO;BOT;Estadio Olímpico Nilton Santos;Estadio_Botafogo.png;;1248;1249;136;BOTAFOGO;FOGAO;ESTRELA SOLIT;BFR;2;7;6;1;1;1;0;0;0;63;63;63;20414464;20414465;20414592;20414466;20414467;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;True;True;True;False;True;True;True;3;-1;0;0;1;50462976
1247;144;35;1051;0;SC CORINTHIANS PAULISTA;COR;;;;1255;137;1254;TIMAO;VAI CORINTHIANS;GAVIOES;CORINGAO;2;5;1;1;1;14;0;0;0;63;63;63;20430848;20430849;20430976;20430850;20430851;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;True;True;False;True;True;True;-1;-1;0;0;1;50462976
1248;146;24;363013;0;C.R. FLAMENGO;FLA;;;;1249;136;1246;MENGAO;CRF;RACA RUBRONEG;FLA CAMPEAO;3;5;7;2;2;1;57;0;4;0;0;0;20447232;20447233;20447360;20447234;20447235;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;True;True;False;True;True;True;-1;-1;0;0;1;50462976
1249;146;24;362850;0;FLUMINENSE FC;FLU;;;;1248;1246;136;FLU;TRICOLOR;NENSE;GUERREIROS;2;1;7;1;2;1;0;26;16;34;0;10;20463616;20463617;20463744;20463618;20463619;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;True;True;False;True;True;True;-1;-1;0;0;1;50462976
1250;146;15;262331;0;GRÊMIO;GRE;;;;1252;2473;262143;;;;;3;5;6;1;1;1;0;39;57;0;0;0;20480000;20480001;20480128;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;True;False;False;True;True;True;-1;-1;0;0;1;0
1252;146;36;262374;0;SC INTERNACIONAL;INT;;;;1250;2473;262143;COLORADO;CAMISA DOZE;INTER PA;SCI;2;5;4;1;1;1;59;7;9;59;7;9;20512768;20512769;20512896;20512770;20512771;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;True;True;False;True;True;True;-1;-1;0;0;0;50462976
1254;146;16;100796;0;SANTOS F.C.;SAN;;;;1247;1255;137;PEIXE;SANTOS FC;O REI PELE;VILA BELMIRO;3;6;8;1;1;1;63;63;63;0;0;0;20545536;20545537;20545664;20545538;20545539;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;True;True;False;True;True;True;-1;-1;0;0;1;50462976
1255;146;14;363245;0;SÃO PAULO FC;SAO;;;;137;1247;1254;TRICOLOR;INDEPENDIENTE;SPFC;SOBERANO;2;1;4;1;2;1;63;63;63;56;0;10;20561920;20561921;20562048;20561922;20561923;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;True;True;False;True;True;True;-1;-1;0;0;1;50462976
1256;147;44;363213;0;COLO COLO;CC;Estadio Monumental;Estadio_Colo Colo.png;;262143;262143;262143;;;;;3;5;1;1;1;1;63;63;63;0;0;0;20578304;20578305;20578432;20578306;20578307;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;True;True;False;False;False;False;True;True;True;17;-1;0;0;1;0
1258;150;19;262620;0;MILLONARIOS;MIL;Estadio Camacho El Campín;Estadio_Millonarios.png;;262143;262143;262143;;;;;3;3;3;1;2;1;9;17;35;63;63;63;20611072;20611073;20611200;20611074;20611075;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;True;False;False;False;True;True;True;55;-1;0;0;1;0
1327;204;42;262429;0;NORTH WEST LONDON;NWL;;;;262143;262143;262143;;;;;3;1;7;2;1;2;18;31;43;18;31;43;21741568;21741569;21741696;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1328;208;18;362618;0;DIJON FCO;DIJ;;;;262143;262143;262143;;;;;3;3;4;3;1;1;53;3;9;63;63;63;21757952;21757953;21758080;21757954;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1329;208;42;262391;0;STADE BRESTOIS 29;SB;;;;262143;262143;262143;;;;;2;5;4;4;1;1;56;0;6;63;63;63;21774336;21774337;21774464;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1330;208;20;362979;0;STADE DE REIMS;SDR;;;;262143;262143;262143;;;;;5;6;1;4;1;10;52;8;10;63;63;63;21790720;21790721;21790848;21790722;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1362;215;20;262628;0;ER BLACK WHITE;EBW;;;;262143;262143;262143;;;;;3;6;1;3;1;1;10;10;10;53;53;53;22315008;22315009;22315136;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1363;215;17;100143;0;FC CROTONE;CRO;;;;262143;262143;262143;;;;;2;5;1;3;1;1;57;12;11;5;11;19;22331392;22331393;22331520;22331394;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1386;87;29;362245;0;PLEASURE HORN;PSH;;;;262143;262143;262143;;;;;3;0;0;1;1;1;48;10;10;10;22;11;22708224;22708225;22708352;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1528;208;42;363214;0;VALENCIENNES FC;VA;;;;262143;262143;262143;;;;;3;5;4;4;1;1;51;0;0;51;0;0;25034752;25034753;25034880;25034754;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1550;303;29;493932;2;SERBIA;SER;;;;262143;262143;262143;;;;;2;3;4;1;1;1;36;12;12;33;10;10;25395200;25395201;25395328;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1588;204;29;362980;0;SY RED;SYR;;;;262143;262143;262143;;;;;0;0;0;1;1;1;53;14;11;53;14;11;26017792;26017793;26017920;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1589;204;20;262323;0;YORKSHIRE ORANGE;YOO;;;;262143;262143;262143;;;;;8;1;8;1;1;1;53;53;53;53;53;53;26034176;26034177;26034304;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1600;215;40;363189;0;SPREMONESE;SPM;;;;262143;262143;262143;;;;;5;5;1;1;1;1;33;10;10;53;53;53;26214400;26214401;26214528;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1602;208;19;363279;0;TOURS FC;TOU;;;;262143;262143;262143;;;;;4;5;6;4;1;6;21;49;60;63;63;63;26247168;26247169;26247296;26247170;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1702;237;20;101051;0;MALMÖ FF;MFF;;;;262143;262143;262143;;;;;5;5;6;1;1;1;0;36;52;63;63;63;27885568;27885569;27885696;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1706;238;49;101081;0;FC BASEL 1893;BSL;;;;262143;262143;262143;;;;;5;1;7;4;2;1;0;16;36;63;5;12;27951104;27951105;27951232;27951616;27951617;27951744;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1760;204;29;362346;0;SW RED;SWR;;;;262143;262143;262143;;;;;0;0;0;1;1;2;53;12;12;53;12;12;28835840;28835841;28835968;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1765;236;44;262525;0;AN RED WHITE;ANR;;;;262143;262143;262143;;;;;2;2;1;1;1;1;15;12;14;17;15;17;28917760;28917761;28917888;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1804;228;18;262457;0;VISICUTAO;VII;;;;262143;262143;262143;;;;;3;1;1;3;1;1;48;39;39;45;35;35;29556736;29556737;29556864;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1909;204;17;362837;0;WEST GLAMORGAN CITY;WGC;;;;262143;262143;262143;;;;;3;2;8;1;1;1;10;10;15;10;10;15;31277056;31277057;31277184;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1910;208;18;362893;0;NÎMES OLYMPIQUE;NIM;;;;262143;262143;262143;;;;;3;5;1;3;1;1;60;3;3;63;63;63;31293440;31293441;31293568;31293442;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1919;204;17;31;0;US SASSUOLO CALCIO;SAS;Mapei Stadium;;;262143;262143;262143;;;;;2;5;1;1;1;1;3;38;19;0;0;0;31440896;31440897;31441024;31440898;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;True;False;False;False;False;False;True;True;True;-1;-1;0;0;1;0
1920;215;19;262254;0;DL CRIMSON;DLC;;;;262143;262143;262143;;;;;2;3;1;1;1;1;10;25;19;48;12;12;31457280;31457281;31457408;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;True;False;-1;-1;0;0;1;0
1921;148;40;100454;0;ARSENAL DE SARANDÍ;ARS;;;;262143;262143;262143;;;;;2;5;6;1;1;1;56;56;56;56;13;12;31473664;31473665;31473792;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;False;False;True;True;True;False;True;True;True;-1;-1;0;0;0;0
1922;144;19;363224;0;CA HURACÁN;HUR;Tomás Adolfo Ducó;Estadio_Huracan.png;;1243;262143;262143;GLOBO LOCURA;LA BANDA OESTE;LA QUEMA;QUEMEROS;3;1;4;1;1;1;46;0;2;63;63;63;31490048;31490049;31490176;31490050;31490051;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;True;True;True;False;True;True;True;31;-1;0;0;1;50462976
1923;144;15;100676;0;COLÓN DE SANTA FE;COL;;;;262143;262143;262143;;;;;0;0;0;1;1;1;56;56;56;30;18;0;31506432;31506433;31506560;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;False;False;True;True;True;False;True;True;True;-1;-1;0;0;0;0
1924;151;19;362209;0;GODOY CRUZ;GOD;Malvinas Argentinas;Estadio_Godoy Cruz.png;;1925;2498;262143;SOY TOMBERO;BODEGUERO;BANDA EXPRESO;MORRO GARCIA;3;1;4;2;1;1;5;16;38;63;63;63;31522816;31522817;31522944;31522818;31522819;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;False;True;True;False;True;True;True;29;-1;0;0;0;50462976
1925;151;45;101040;0;SAN MARTÍN SAN JUAN;SMA;Ingeniero Hilario Sánchez;Estadio_San Martin SJ.png;;1924;262143;262143;VERDINEGRO;HILARIO SANCHEZ;SANTO CUYANO;PENCO ETERNO;2;5;5;1;2;1;6;28;11;0;0;0;31539200;31539201;31539328;31539202;31539203;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;True;True;True;False;True;True;True;39;-1;0;0;0;50462976
1926;144;40;101151;0;CA TIGRE;TIG;José Dellagiovanna;Estadio_Tigre.png;;262143;262143;262143;EL MATADOR;VICTORIA;DELLAGIOVANNA;TIGRE LOCURA;3;3;8;1;1;1;4;16;35;56;0;8;31555584;31555585;31555712;31555586;31555587;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;True;True;True;False;True;False;True;True;True;40;-1;0;0;1;50462976
1927;144;40;362208;0;CA BANFIELD;BAN;Florencio Sola;Estadio_Banfield.png;;1929;262143;262143;TALADRO FIEL;LA BANDA SUR;BANFIELD LOCURA;SUR ES VERDE;3;5;5;2;2;1;6;37;15;63;63;63;31571968;31571969;31572096;31571970;31571971;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;True;True;True;True;True;False;True;True;True;21;-1;0;0;1;50462976
1929;144;20;362696;0;CA LANÚS;LAN;Ciudad de Lanús;Estadio_Lanus.png;;1927;262143;262143;EL GRANATE;PENA GRANATE;LA VIDA X LANUS;LA CATORCE;3;5;4;4;1;1;26;6;11;63;63;63;31604736;31604737;31604864;31604738;31604739;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;True;True;True;True;True;False;True;True;True;35;-1;0;0;1;50462976
1930;151;42;166;0;ATLÉTICO PARANAENSE;CAP;;;;262143;262143;262143;;;;;2;5;4;1;2;1;55;8;5;0;0;0;31621120;31621121;31621248;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;True;True;-1;-1;0;0;0;0
1931;144;15;363296;0;CORITIBA FC;CFC;;;;262143;262143;262143;;;;;3;5;5;1;2;1;0;19;18;63;63;63;31637504;31637505;31637632;31637506;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;0;0
1936;146;18;262634;0;SPORT RECIFE;SPO;Estádio Ilha do Retiro;Estadio_Sport Recife.png;;2453;262143;262143;SPORT;LEAO;FANAUTICOS;RUBRONEGRO;2;1;4;1;1;1;54;7;9;8;8;8;31719424;31719425;31719552;31719426;31719427;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;True;True;True;False;True;True;True;44;-1;0;0;1;50462976
1937;146;40;262545;0;E.C. VITÓRIA;VIT;Estádio Manoel Barradas;Estadio_Vitoria.png;;2453;1252;262143;LEAO;NEGO;OSLMBATIVEIS;VITORIA EC;2;5;4;1;2;4;59;11;9;0;0;0;31735808;31735809;31735936;31735810;31735811;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;True;True;False;True;True;False;True;True;True;49;-1;0;0;1;50462976
1950;238;29;290;0;BSC YOUNG BOYS;YGB;;;;262143;262143;262143;;;;;0;0;0;1;1;1;63;52;0;0;0;0;31948800;31948801;31948928;31949312;31949313;31949440;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
1973;228;19;363299;0;BLEMOTAO;BLE;;;;262143;262143;262143;;;;;5;7;7;1;2;1;10;24;16;20;32;23;32325632;32325633;32325760;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1974;228;42;362669;0;BRESIGNE;BRS;;;;262143;262143;262143;;;;;3;1;8;1;1;10;53;51;15;53;48;12;32342016;32342017;32342144;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1976;228;40;363057;0;MASEADEIRA;MAS;;;;262143;262143;262143;;;;;2;3;7;1;1;1;39;14;14;28;10;10;32374784;32374785;32374912;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1978;228;40;363298;0;PODEFTEZA;POD;;;;262143;262143;262143;;;;;6;5;5;3;1;1;53;18;17;52;15;14;32407552;32407553;32407680;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1979;228;19;363242;0;ROVANECHE;ROV;;;;262143;262143;262143;;;;;3;4;8;1;1;1;50;26;10;46;22;10;32423936;32423937;32424064;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
1981;228;19;262396;0;VERFOLCAO;VER;;;;262143;262143;262143;;;;;3;1;5;3;2;1;10;26;15;10;22;12;32456704;32456705;32456832;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
2187;236;44;262223;0;GIRONA FC;GIR;Montilivi;;;259;262143;262143;;;;;2;2;4;1;1;1;53;53;53;53;11;13;35831808;35831809;35831936;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;True;False;False;True;False;False;True;False;False;True;False;False;-1;3025;0;0;1;0
2188;236;29;262413;0;AR BURGUNDY BLUE;ABB;;;;262143;262143;262143;;;;;0;0;0;1;1;1;12;36;34;10;33;31;35848192;35848193;35848320;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;1;0
2191;147;44;100764;0;UNIVERSIDAD CATÓLICA;UC;;;;262143;262143;262143;;;;;2;5;8;1;1;1;3;23;41;63;63;63;35897344;35897345;35897472;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
2192;147;15;349;0;AUDAX ITALIANO;AI;;;;262143;262143;262143;;;;;2;5;1;2;1;1;0;33;22;63;63;63;35913728;35913729;35913856;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
2193;151;44;389;0;ATLÉTICO NACIONAL;NAL;Estadio Atanasio Girardot;Estadio_Atletico Nacional.png;;262143;262143;262143;;;;;3;1;3;1;1;1;0;35;19;63;63;63;35930112;35930113;35930240;35930114;35930115;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;True;False;False;False;True;True;True;5;-1;0;0;1;0
2208;147;15;163;0;EVERTON;EVT;;;;262143;262143;262143;;;;;0;0;0;1;1;1;3;14;25;63;48;9;36175872;36175873;36176000;36175874;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;False;True;-1;-1;0;0;1;0
2209;147;61;262181;0;UNIVERSIDAD DE CHILE;UCH;;;;262143;262143;262143;;;;;1;7;4;1;1;1;1;18;34;54;4;5;36192256;36192257;36192384;36192258;36192259;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;True;True;True;-1;-1;0;0;1;0
2216;150;44;362179;0;SPORTING CRISTAL;CRS;Estadio Alberto Gallardo;Estadio_Sporting Cristal.png;;262143;262143;262143;;;;;3;5;6;1;2;1;0;42;57;63;63;63;36306944;36306945;36307072;36306946;36306947;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;True;True;True;False;False;False;True;True;True;68;-1;0;0;1;0
2245;36;40;362234;0;INDEPENDIENTE DEL VALLE;INV;Complejo Independiente del Valle;;;262143;262143;262143;;;;;3;1;8;1;1;1;7;7;7;5;19;48;36782080;36782081;36782208;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;True;False;True;True;False;True;False;False;False;True;False;False;-1;-2;0;0;1;0
2287;149;20;398;0;CLUB ALIANZA LIMA;AZL;Estadio Alejandro Villanueva;Estadio_Alianza Lima.png;;2514;262143;262143;;;;;3;1;8;1;1;6;4;14;27;63;63;63;37470208;37470209;37470336;37470210;37470211;-16384;-16384;-16384;-16384;-16384;-1;False;False;True;True;True;True;True;False;False;True;True;True;2;-1;0;0;1;0
2293;204;29;362170;0;BAYERN MÜNCHEN ;BAY;Allianz Arena;;;126;184;262143;SCHICKERIA;MIA SAN MIA;WUT FAN;RED POWER;2;1;4;1;1;5;44;10;11;63;63;63;37568512;37568513;37568640;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;True;False;True;True;False;True;True;True;False;True;False;False;-1;1059;0;0;1;50462976
2297;210;17;362171;0;EHRENHOFSTADT;EHS;;;;262143;262143;262143;;;;;3;0;0;1;1;1;17;19;28;24;26;35;37634048;37634049;37634176;-16384;-16384;-16384;-16384;-16384;-16384;-16384;-1;False;False;False;False;False;False;False;False;False;False;False;False;-1;-1;0;0;0;0
